7.440685947231844466e+02,3.786814441987386090e+03
7.235786330320169100e+02,3.752490942450565854e+03
6.740948092412837696e+02,3.612947811511020063e+03
1.054045968571906542e+03,4.459440043294594943e+03
2.008257192952982905e+03,6.010000375965762942e+03
1.440940636509536489e+03,5.188176411732207271e+03
3.435297802983568545e+02,1.269096165374249495e+03
4.468240477313634642e+02,2.946119966986440886e+03
9.991935941530549599e+02,4.347440261840721178e+03
9.213080416978456242e+02,4.205208767418618663e+03
1.097437481308559427e+03,3.904172442568079077e+03
2.962609689146975143e+02,2.405367877037604103e+03
8.004099533917592453e+02,3.909915725989983912e+03
3.764422518794331154e+02,2.718316881194576126e+03
6.803616737454027543e+02,3.444907700349567222e+03
1.940854939223606550e+02,1.925924344321670333e+03
4.097585893650109483e+02,2.722798656194152954e+03
1.450636136973282419e+03,5.206377266446653266e+03
2.780962962090508199e+02,2.323382448482358996e+03
1.314108217530699676e+02,1.134436875611899495e+03
1.975011612539628629e+02,9.686201026092904840e+02
1.769664159744314134e+02,9.831952890099115621e+02
1.679985863754899071e+02,1.713034174684525624e+03
8.272739558078693989e+00,4.594783253216070307e+01
1.373397609132419461e+02,1.593414003719509992e+03
1.094575868816548905e+02,6.333378513889746273e+02
1.668450735621931926e+02,1.636735606712018580e+03
1.388332216420620213e+01,4.292215866037481931e+01
1.439276023994008256e+02,1.668060078851171511e+03
1.401789996914062328e+02,1.608618825960639924e+03
1.285843026248832643e+02,1.517776006388891346e+03
1.308670955907072830e+01,8.634899196351258865e+01
1.591821632685828547e+02,1.714624420470476480e+03
1.590804251598424912e+02,1.752100799664933675e+03
1.213227771390751855e+02,7.047926987717997918e+02
3.898148332758879064e+02,2.434988149560326292e+03
1.113230783830278625e+01,7.149615355989672594e+01
1.452322044716572123e+02,1.502625038003703139e+03
7.895409294455359550e+00,5.524234772026820650e+01
1.183961938922178447e+01,7.425422952378086450e+01
9.949504513984832599e+00,6.175306719585613280e+01
2.254332579600715292e+02,2.014524841482294278e+03
4.557057738644203937e+01,1.834164152039828366e+02
7.895998233947447886e+01,8.472440257809998911e+02
1.249936557680006501e+02,1.533570803603143759e+03
1.358611976073649998e+02,1.564287695972214578e+03
1.703899089744554658e+02,1.599670078907111701e+03
1.982935726489866823e+01,1.143291125779407480e+02
1.197209692385502819e+02,1.442328145027963501e+03
3.486681513381118407e+02,1.634064452971609171e+03
1.497262461018590045e+02,1.641310135183916827e+03
1.413585536481166685e+02,1.584089773953551685e+03
8.088882522938186526e+01,5.852895001158818786e+02
1.738086162470868885e+02,1.740930041239012326e+03
9.708673125520389746e+00,6.370053091574162352e+01
6.797694174213241070e+01,5.321308098901777157e+02
2.828935664206126717e+02,2.215446775386452373e+03
2.120753514908633861e+03,5.972035719544678614e+03
6.798689303998327205e+01,5.483912916486959830e+02
1.719631614249684333e+02,1.684566588368812290e+03
1.330776967868710869e+02,1.581852910130475948e+03
1.877688640756249185e+02,1.834209936545920300e+03
1.803054657936519334e+02,1.807685770327126875e+03
1.006084260511219242e+02,6.484463623709310696e+02
1.201368566819586619e+02,1.443540285167313868e+03
1.246346455881597421e+02,9.739866536102186956e+02
5.240651839764025226e+02,2.947647250263698425e+03
5.856275334390251146e+02,2.511557723642737528e+03
3.138248500160627827e+02,1.305175227075714247e+03
