2.010558878351437670e+03,6.029975767759014161e+03
2.218313891158470597e+03,6.272888879361619729e+03
1.180606744860681601e+03,4.719945592138400571e+03
3.648559960522766232e+02,2.718117104540720902e+03
1.123869653853365890e+03,4.626927239561897295e+03
1.441385326337334845e+03,5.184418888219785003e+03
2.240688154870020753e+03,6.336439200544469713e+03
3.971309602894664295e+02,1.335094784647390497e+03
8.050026250343703396e+02,3.927142910173419295e+03
1.432033493461116223e+03,5.160135552954761806e+03
4.979778101460746029e+02,1.284813267877317230e+03
1.425861018856536475e+03,5.123962501351099490e+03
4.042445986186193636e+02,1.341526140792853539e+03
1.673316103583947552e+03,5.542811373579355859e+03
7.880605798982900296e+02,1.846363153629807357e+03
1.222560443854127243e+03,3.254584377436021441e+03
2.076513584348299901e+03,6.226484896528340869e+03
8.978344607395906678e+02,1.903318555325994566e+03
1.118937211080453608e+03,2.088895994800891458e+03
1.163100072841699102e+03,3.320631111362364663e+03
2.211479354901545776e+03,6.250919844629025647e+03
7.229442437592716715e+02,1.603177523099485370e+03
2.113203507843962257e+02,1.441968429188821347e+03
1.276364835234628345e+03,2.960092785929526599e+03
1.208239544164723895e+02,1.502887197763957374e+03
1.200664876767429405e+03,2.573690525281080227e+03
8.135282012731994428e+02,1.548041303974810717e+03
1.331791876082039607e+02,1.549040957239246836e+03
2.921941106850870256e+03,3.934132755397523852e+03
1.051712679530021205e+03,3.152088176891141757e+03
1.954092333588831707e+02,1.803442752622396711e+03
9.388649247904063486e+02,1.686908101780377592e+03
1.824667042686496927e+02,1.771203570136866347e+03
5.064469841271566111e+02,1.958196857795024243e+03
5.791554586205205624e+02,1.041900609630161853e+03
2.497907597615884470e+02,2.121620234801547667e+03
9.701626319013206512e+01,5.903405266134762996e+02
1.872047587670653854e+02,1.867220613602871936e+03
9.754981604991998267e+01,6.313818393780636598e+02
1.148785048117934366e+03,1.562225129172158859e+03
9.946714179108828091e+01,6.013149868384346064e+02
1.830034302740778287e+02,1.808048625034538190e+03
4.648252394047646590e+02,2.682346349057781026e+03
5.639911311191394816e+02,3.329632304566999210e+03
9.757179853500499576e+02,1.958729278630310546e+03
2.015286573295370829e+02,1.954895033310094959e+03
2.629476351346640399e+02,2.058717696286310456e+03
5.025157379349565190e+02,3.121573513403263860e+03
3.441698992795601271e+02,2.050581444969924632e+03
4.673403055681928890e+02,2.867828771422569389e+03
1.284250164734621649e+02,7.114398637486330017e+02
7.589003119930252694e+01,5.400013022566384961e+02
1.720881362001694015e+01,1.228182804888212871e+02
1.401221088185838539e+02,1.580260070761371480e+03
2.509269465766923872e+02,1.816414928767014089e+03
3.597305608924319813e+02,2.583594620206740728e+03
1.104447922644092614e+03,3.893856255277323271e+03
4.928889638877395640e+01,2.197247780686319345e+02
1.620210703861422132e+02,1.714701291381035617e+03
1.257184152114986375e+01,9.497150584895726411e+01
2.034933912621736454e+02,1.918454294135745386e+03
1.425629024853722981e+01,1.066751539113950003e+02
2.554366657515378236e+01,2.178486748179214487e+02
4.134940423499415942e+02,2.321625715261374353e+03
7.557368896818584147e+00,3.603527335524479724e+01
1.193032823485903009e+02,1.443117644949898931e+03
1.168043241821219311e+02,1.452348422009398973e+03
1.229873756458668410e+01,1.045319135616557560e+02
1.312239307516254598e+02,1.526809322319910507e+03
1.308227139650790321e+02,1.531771807686060356e+03
2.075621541702654227e+01,1.231793281199982175e+02
1.521807227135995504e+02,1.666674639627080296e+03
6.591357009254962804e+02,3.512719698665839587e+03
1.706406627265940585e+02,1.744193416703365529e+03
1.150069675358114019e+01,7.017309790963027183e+01
2.230761116702877871e+02,1.959085309109940226e+03
9.318322461893711051e+00,7.023160196178773163e+01
8.277152688096445843e+01,5.754738624350785585e+02
9.677210791435951975e+00,7.177606853548959975e+01
1.180319779537244784e+01,5.869132128115519009e+01
3.476849722947802235e+01,3.774927844916093136e+02
